 Fid,WGSX,WGSY,RealId,PointCode,Elev,RegDate,Azimuth,CodeIdx,CompanyName,Diameter,Fix,Geo,Heading,Height,Depth,HoleDepth,InstrumentHeight,ManholeIdx,ModelName,Pitch,Roll,Code,PipeType,Width,Images
1724291537031602740966,35.141744980000,128.906614900000,gnseA03,OM,0,2020-10-15 14:49:26,0,,,600,0,0,0,0,-2.17,1.23,0,6,,0,0,2,2,1300,obs_images/gnseA/201014-001-2.jpg
1724291537031602136058,35.137139387243,128.907436965055,gnseA03,OM,0,2020-10-08 14:47:39,0,,,600,0,0,0,0,0.78,3.88,0,6,,0,0,2,2,1300,obs_images/gnseA/1.jpg|obs_images/gnseA/Survey_IMG_movements_20201008_124407.jpg
1724291537031602135594,35.137102642591,128.908093467420,gnseA03,OM,0,2020-10-08 14:39:54,0,,,600,0,0,0,0,0.94,4.27,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20201008_123545.jpg|obs_images/gnseA/Survey_IMG_movements_20201008_123536.jpg
1724291537031601267457,35.139720700000,128.906452300000,gnseA03,OM,0,2020-09-27 13:30:57,0,,,600,0,0,0,0,-2.11,1.22,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-110-2.jpg|obs_images/gnseA/200927-110-1.jpg
1724291537031601266665,35.139746900000,128.906015000000,gnseA03,OM,0,2020-09-27 13:17:45,0,,,600,0,0,0,0,-2,1.25,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-91-1.jpg|obs_images/gnseA/200927-91-2.jpg
1724291537031601263736,35.139328290000,128.906425200000,gnseA03,OM,0,2020-09-27 12:27:56,0,,,600,0,0,0,0,-1.81,1.34,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-46-2.jpg|obs_images/gnseA/200927-46-1.jpg
1724291537031601263635,35.140245420000,128.905505400000,gnseA03,OM,0,2020-09-27 12:27:15,0,,,600,0,0,0,0,-0.55,2.26,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-45-2.jpg|obs_images/gnseA/200927-45-1.jpg
1724291537031601263258,35.140675100000,128.905426800000,gnseA03,OM,0,2020-09-27 12:20:59,0,,,600,0,0,0,0,-0.7,2.31,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-34-2.jpg|obs_images/gnseA/200927-34-1.jpg
1724291537031601261222,35.141071940000,128.905368300000,gnseA03,OM,0,2020-09-27 11:47:02,0,,,600,0,0,0,0,-0.82,2.36,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-22-2.jpg|obs_images/gnseA/200927-22-1.jpg
1724291537031601260601,35.141468470000,128.905324700000,gnseA03,OM,0,2020-09-27 11:36:41,0,,,600,0,0,0,0,-0.97,2.28,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-10-1.jpg|obs_images/gnseA/200927-10-2.jpg
1724291537031601259375,35.141820120000,128.905278600000,gnseA03,OM,0,2020-09-27 11:16:16,0,,,600,0,0,0,0,-1.74,1.3,0,6,,0,0,2,2,1300,obs_images/gnseA/200927-01-2.jpg|obs_images/gnseA/200927-01-1.jpg
1724291537031600853623,35.137361940000,128.910611710000,gnseA03,OM,0,2020-09-23 18:33:43,0,,,600,0,0,0,0,2.69,6.38,0,6,,0,0,2,2,1300,obs_images/gnseA/화면 캡처 2020-09-22 140110.png
1724291537031600846254,35.140182060000,128.906617800000,gnseA03,OM,0,2020-09-23 16:30:55,0,,,600,4,0,0,0,-0.19,2.61,0,6,,0,0,2,2,1300,obs_images/gnseA/200923-03-11-1.jpg|obs_images/gnseA/200923-03-11-2.jpg
1724291537031600828649,35.138936540000,128.906408600000,gnseA03,OM,0,2020-09-23 11:37:29,0,,,600,4,0,0,0,-1.85,1.23,0,6,,0,0,2,2,1300,obs_images/gnseA/200923-01-39-1.jpg|obs_images/gnseA/200923-01-39-2.jpg
1724291537031600828025,35.138558250000,128.906414600000,gnseA03,OM,0,2020-09-23 11:27:06,0,,,600,4,0,0,0,-1.8,,0,6,,0,0,2,2,1300,obs_images/gnseA/200923-01-16-1.jpg|obs_images/gnseA/200923-01-16-2.jpg
1724291537031600763840,35.137828750000,128.910846900000,gnseA03,OM,0,2020-09-22 17:37:21,0,,,600,0,0,0,0,-0.97,3.09,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200922_164236.jpg|obs_images/gnseA/Survey_IMG_movements_20200922_164253.jpg
1724291537031600763796,35.138197150000,128.911163400000,gnseA03,OM,0,2020-09-22 17:36:36,0,,,600,4,0,0,0,-2.33,1.91,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200922_163319.jpg|obs_images/gnseA/Survey_IMG_movements_20200922_163332.jpg
1724291537031600745039,35.139371430000,128.905677900000,gnseA03,OM,0,2020-09-22 12:24:00,0,,,600,0,0,0,0,-0.05,2.85,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200921_130319.jpg|obs_images/gnseA/Survey_IMG_movements_20200921_130320.jpg
1724291537031600744934,35.138972430000,128.905775800000,gnseA03,OM,0,2020-09-22 12:22:15,0,,,600,0,0,0,0,-0.03,2.79,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200921_111048.jpg|obs_images/gnseA/Survey_IMG_movements_20200921_111107.jpg
1724291537031600743246,35.138553610000,128.905891690000,gnseA03,OM,0,2020-09-22 11:54:06,0,,,600,4,0,0,0,0.09,2.93,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200921_105222.jpg|obs_images/gnseA/Survey_IMG_movements_20200921_105235.jpg
1724291537031600743137,35.137929130000,128.906009400000,gnseA03,OM,0,2020-09-21 16:46:00,0,,,600,4,0,0,0,0.36,3.07,0,6,,0,0,2,2,1300,obs_images/gnseA/Survey_IMG_movements_20200921_124531.jpg|obs_images/gnseA/Survey_IMG_movements_20200921_124545.jpg
1724291537031598252164,35.139597390000,128.919626450000,gnseA03,OM,0,2020-08-24 15:56:04,0,,,600,4,0,0,0,1.98,6.52,0,6,,0,0,2,2,1300,obs_images/gnseA/200821-15-2.png
1724291537031598252069,35.139125450000,128.919287760000,gnseA03,OM,0,2020-08-24 15:54:30,0,,,600,4,0,0,0,0.84,3.1,0,6,,0,0,2,2,1300,obs_images/gnseA/200821-01-1.jpg|obs_images/gnseA/200821-01-2.jpg
1724291537031596184057,35.137421685000,128.908192665000,gnseA03,OM,0,2020-07-31 17:27:37,0,,,600,0,0,0,0,2.41,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.png
1724291537031593754206,35.139493510000,128.910402270000,gnseA03,OM,3.83,2020-07-03 14:31:16,135.75,,,600,4,29.19,-0.73,0,-2.03,2.24,180,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200703142952.png
1724291537031593742522,35.139876730000,128.909939440000,gnseA03,OM,4.55,2020-07-03 11:16:35,0,,,600,4,29.19,0,0,-2.75,1.34,180,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200703111515.png
1724291537031593676134,35.138583920000,128.910343800000,gnseA03,OM,0,2020-07-02 16:48:54,0,,,600,4,0,0,0,-1.3,2.38,0,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200702150518.png
1724291537031593669926,35.139074970000,128.910910550000,gnseA03,OM,3.1,2020-07-02 15:06:40,0,,,600,4,29.19,0,0,-1.3,2.83,180,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200702150518.png
1724291537031592894565,35.137417390000,128.909669360000,gnseA03,OM,0,2020-06-23 15:42:45,0,,,600,4,0,0,0,2.62,6.1,2,6,,0,0,2,2,1300,obs_images/gnseA/
1724291537031592874849,35.138007770000,128.909912730000,gnseA03,OM,2.93,2020-06-23 10:15:13,0,,,600,4,29.19,0,0,-1.04,6.5,180,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200623101401.png
1724291537031592358997,35.140121700000,128.907690770000,gnseA03,OM,1.48,2020-06-17 10:58:07,93.36,,,600,4,29.19,0.62,0,0.46,3.72,200,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200617105619.png
1724291537031592355261,35.140147240000,128.907253430000,gnseA03,OM,2.08,2020-06-17 09:55:20,0,,,600,4,29.19,0,0,-0.16,3.17,200,6,,0,0,2,2,1300,obs_images/gnseA/gnsea03_20200617095405.png
1724291537031591937951,35.140076740000,128.908502480000,gnseA03,OM,0.38,2020-06-12 13:59:55,184.14,,,600,4,29.19,19.45,0,2.72,5.95,200,7,,0,0,2,2,1700,obs_images/gnseA/gnsea03_20200612135841.png
1724291537031591621725,35.141374400000,128.908605637000,gnseA03,OM,-2.49,2020-06-08 22:08:45,0,,,600,0,0,0,0,2.49,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621700,35.140729300000,128.908558076000,gnseA03,OM,-2.59,2020-06-08 22:08:20,0,,,600,0,0,0,0,2.59,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621505,35.141740300000,128.908641297000,gnseA03,OM,-2.51,2020-06-08 22:05:05,0,,,600,0,0,0,0,2.51,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621481,35.141754500000,128.908320258000,gnseA03,OM,-3.21,2020-06-08 22:04:41,0,,,600,0,0,0,0,3.21,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621458,35.141575500000,128.908312931000,gnseA03,OM,-3.01,2020-06-08 22:04:18,0,,,600,0,0,0,0,3.01,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621293,35.141038400000,128.908270595000,gnseA03,OM,-2.89,2020-06-08 22:01:33,4,,,600,0,0,0,0,2.89,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621177,35.140498900000,128.908228701000,gnseA03,OM,-3.14,2020-06-08 21:59:37,4,,,600,0,0,0,0,3.14,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621147,35.140092800000,128.908192507000,gnseA03,OM,-3.21,2020-06-08 21:59:07,4,,,600,0,0,0,0,3.21,6.5,0,7,,0,0,2,2,1700,obs_images/gnseA/white.jpg
1724291537031591621092,35.139779000000,128.908165350000,gnseA03,OM,-3.2,2020-06-08 21:58:13,359.5,,,600,0,0,0,0,3.2,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591621059,35.139236300000,128.908114233000,gnseA03,OM,-3.24,2020-06-08 21:57:39,3.96,,,600,0,0,0,0,3.24,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591606520,35.138689000000,128.908119800000,gnseA03,OM,-3.21,2020-04-09 18:38:16,356.48,,,600,0,0,0,0,3.21,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031591605665,35.138051400000,128.908143800000,gnseA03,OM,-3.35,2020-04-08 17:13:19,356.48,,,600,0,0,0,0,3.35,6.5,0,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031583311550,35.136521550000,128.908264100000,gnseA03,OM,-3.33,2020-03-01 17:45:50,99.99,,,600,0,0,0,0,3.33,6.6,180,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031583310446,35.137093880000,128.908217800000,gnseA03,OM,-2.39,2020-03-04 17:00:00,99.99,,,600,0,0,0,0,2.8,6.5,180,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031583310406,35.134809440000,128.908397200000,gnseA03,OM,-0.56,2020-03-01 17:30:00,355.18,,,600,0,0,0,1700,3.56,6.5,180,8,,0,0,3,2,1700,obs_images/gnseA/white.jpg
1724291537031583310356,35.135413750000,128.908351300000,gnseA03,OM,-0.7,2020-03-01 17:10:00,99.99,,,600,0,0,0,0,3,6.9,180,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
1724291537031583310312,35.135970080000,128.908308100000,gnseA03,OM,-1.93,2020-03-01 17:05:00,99.99,,,600,0,0,0,0,2.93,6.8,180,6,,0,0,2,2,1300,obs_images/gnseA/white.jpg
