Name,NX,EY,WGSX,WGSY,Elev,CodeName,PointCode,H,PDOP,RMS,RegDate,Solution,Caliber,Sv,Stakeout NX,Stakeout EY,Stakeout Elev,Depth,PipeType,Material,RealId,InstrumentHeight,SmartModel,PipeModel
200526-21,282456.477,191655.906,128.9084417,35.1384307,-2.084,200526-21-OL,OL,26.9833,0,0,2020.5.26 18:27,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200526-22,282464.513,191655.693,128.9084392,35.1385031,-2.034,200526-22-OL,OL,27.0333,0,0,2020.5.26 18:27,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200526-23,282472.524,191655.511,128.9084372,35.1385753,-1.992,200526-23-OL,OL,27.0753,0,0,2020.5.26 18:27,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200526-24,282480.526,191655.291,128.9084347,35.1386475,-1.959,200526-24-OL,OL,27.1083,0,0,2020.5.26 18:28,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200526-25,282487.226,191655.181,128.9084334,35.1387079,-1.957,200526-25-OL,OL,27.1099,0,0,2020.5.26 18:28,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200526-26,282488.152,191655.213,128.9084337,35.1387162,-2.875,200526-26-OM,OM,26.1925,0,0,2020.5.26 18:29,FIXED,700,17,0,0,0,10,1,1,konw02,180,1,1
200527-01,282746.604,191640.663,128.9082715,35.1410457,-2.360,200527-01-OL,OL,26.7055,0,0,2020.5.27 17:58,FIXED,500,15,0,0,0,10,1,1,konw02,180,1,1
200527-02,282754.203,191641.157,128.9082768,35.1411142,-2.302,200527-02-OL,OL,26.7634,0,0,2020.5.27 17:59,FIXED,500,17,0,0,0,10,1,1,konw03,180,1,1
200527-03,282762.371,191641.500,128.9082805,35.1411878,-2.254,200527-03-OL,OL,26.8105,0,0,2020.5.27 17:59,FIXED,500,17,0,0,0,10,1,1,konw03,180,1,1
200527-04,282770.270,191642.264,128.9082888,35.1412590,-2.258,200527-04-OL,OL,26.8067,0,0,2020.5.27 18:00,FIXED,500,16,0,0,0,10,1,1,konw03,180,1,1
200527-05,282778.348,191642.803,128.9082946,35.1413318,-2.277,200527-05-OL,OL,26.7883,0,0,2020.5.27 18:00,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200527-06,282786.359,191643.384,128.9083009,35.1414040,-2.284,200527-06-OL,OL,26.7812,0,0,2020.5.27 18:01,FIXED,500,14,0,0,0,10,1,1,konw03,180,1,1
200527-07,282794.422,191643.953,128.9083071,35.1414767,-2.256,200527-07-OL,OL,26.8087,0,0,2020.5.27 18:01,FIXED,500,16,0,0,0,10,1,1,konw03,180,1,1
200527-12,282802.497,191644.493,128.9083129,35.1415495,-2.239,200527-12-OL,OL,26.8262,0,0,2020.5.27 18:10,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200527-09,282804.801,191644.724,128.9083154,35.1415703,-2.292,200527-09-OL,OL,26.7727,0,0,2020.5.27 18:05,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200527-11,282805.380,191644.496,128.9083129,35.1415755,-3.006,200527-11-OM,OM,26.0592,0,0,2020.5.27 18:06,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200528-08,282806.143,191644.714,128.9083153,35.1415824,-2.222,200528-08-OL,OL,26.843,0,0,2020.5.28 12:52,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200528-02,282813.755,191645.053,128.9083190,35.1416510,-2.169,200528-02-OL,OL,26.8958,0,0,2020.5.28 12:48,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200528-03,282821.816,191645.283,128.9083214,35.1417236,-2.184,200528-03-OL,OL,26.8807,0,0,2020.5.28 12:49,FIXED,500,16,0,0,0,10,1,1,konw03,180,1,1
200528-05,282825.243,191645.182,128.9083203,35.1417545,-3.208,200528-05-OM,OM,25.857,0,0,2020.5.28 12:50,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200528-06,282824.860,191645.348,128.9083221,35.1417511,-2.190,200528-06-OL,OL,26.8747,0,0,2020.5.28 12:50,FIXED,500,15,0,0,0,10,1,1,konw03,180,1,1
200529-01,282823.643,191674.437,128.9086413,35.1417403,-2.509,200529-01-OM,OM,26.5562,0,0,2020.5.29 16:07,FIXED,600,14,0,0,0,10,1,1,konw03,180,1,1
200529-02,282822.749,191674.361,128.9086405,35.1417323,-1.598,200529-02-OL,OL,27.4668,0,0,2020.5.29 16:07,FIXED,600,16,0,0,0,10,1,1,konw03,180,1,1
200529-03,282815.751,191673.800,128.9086344,35.1416692,-1.580,200529-03-OL,OL,27.485,0,0,2020.5.29 16:09,FIXED,600,19,0,0,0,10,1,1,konw03,180,1,1
200529-04,282807.607,191673.189,128.9086278,35.1415958,-1.613,200529-04-OL,OL,27.4517,0,0,2020.5.29 16:10,FIXED,600,19,0,0,0,10,1,1,konw03,180,1,1
200529-05,282799.605,191672.580,128.9086212,35.1415237,-1.593,200529-05-OL,OL,27.4722,0,0,2020.5.29 16:10,FIXED,600,19,0,0,0,10,1,1,konw03,180,1,1
200529-06,282791.577,191671.937,128.9086142,35.1414513,-1.607,200529-06-OL,OL,27.4585,0,0,2020.5.29 16:10,FIXED,600,19,0,0,0,10,1,1,konw03,180,1,1
200529-09,282783.907,191671.305,128.9086073,35.1413822,-1.615,200529-09-OL,OL,27.4506,0,0,2020.5.29 16:16,FIXED,600,19,0,0,0,10,1,1,konw03,180,1,1
200529-08,282783.051,191671.150,128.9086056,35.1413744,-2.493,200529-08-OM,OM,26.572,0,0,2020.5.29 16:14,FIXED,600,17,0,0,0,10,1,1,konw03,180,1,1
200604-01,282782.153,191671.149,128.9086056,35.1413663,-1.663,200604-01-OL,OL,27.4017,0,0,2020.6.4 11:26,FIXED,600,13,0,0,0,10,1,1,konw01,180,1,1
200604-14,282776.093,191670.762,128.9086014,35.1413117,-1.669,200604-14-OL,OL,27.396,0,0,2020.6.4 11:39,FIXED,600,15,0,0,0,10,1,1,konw01,180,1,1
200604-03,282768.115,191670.264,128.9085961,35.1412398,-1.677,200604-03-OL,OL,27.388,0,0,2020.6.4 11:28,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
200604-04,282760.097,191669.725,128.9085902,35.1411675,-1.714,200604-04-OL,OL,27.3518,0,0,2020.6.4 11:29,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
200604-05,282752.073,191669.257,128.9085852,35.1410952,-1.697,200604-05-OL,OL,27.3684,0,0,2020.6.4 11:30,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
200604-13,282744.081,191668.767,128.9085799,35.1410232,-1.731,200604-13-OL,OL,27.334,0,0,2020.6.4 11:38,FIXED,600,15,0,0,0,10,1,1,konw01,180,1,1
200604-12,282736.088,191668.240,128.9085742,35.1409511,-1.715,200604-12-OL,OL,27.3505,0,0,2020.6.4 11:37,FIXED,600,15,0,0,0,10,1,1,konw01,180,1,1
200604-08,282728.048,191667.771,128.9085691,35.1408786,-1.748,200604-08-OL,OL,27.3177,0,0,2020.6.4 11:32,FIXED,600,13,0,0,0,10,1,1,konw01,180,1,1
200604-09,282720.034,191667.295,128.9085640,35.1408064,-1.736,200604-09-OL,OL,27.33,0,0,2020.6.4 11:33,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
200604-10,282712.389,191666.812,128.9085587,35.1407375,-1.745,200604-10-OL,OL,27.3207,0,0,2020.6.4 11:34,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
200604-11,282711.479,191666.750,128.9085581,35.1407293,-2.588,200604-11-OM,OM,26.4779,0,0,2020.6.4 11:35,FIXED,600,14,0,0,0,10,1,1,konw01,180,1,1
